Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
"SEMCO TECHNOLOGIES";FR0014010H01;ALSEM;"Euronext Growth Paris";EUR;53.90;55.80;53.00;54.20;"15/05/2026 17:35";CET;19883;1077969.55;54.20;15/05/2026
SENSORION;FR0012596468;ALSEN;"Euronext Growth Paris";EUR;0.415;0.4245;0.394;0.399;"15/05/2026 17:35";CET;2086913;849962.3615;0.399;15/05/2026
"SEQUA PETROLEUM NV";NL0010623518;MLSEQ;"Euronext Access Paris";EUR;0.0045;0.0045;0.0045;0.0045;"10/02/2026 16:30";CET;46000;207.00;0.0045;15/05/2026
"SERGEFERRARI GROUP";FR0011950682;SEFER;"Euronext Paris";EUR;7.40;7.48;7.38;7.48;"15/05/2026 17:35";CET;766;5672.68;7.48;15/05/2026
SES;LU0088087324;SESG;"Euronext Paris";EUR;8.165;8.17;7.35;7.565;"15/05/2026 17:35";CET;1333081;10124703.8875;7.565;15/05/2026
SHOWROOMPRIVE;FR0013006558;SRP;"Euronext Paris";EUR;0.776;0.85;0.774;0.84;"15/05/2026 17:35";CET;217882;176358.058;0.84;15/05/2026
SIDETRADE;FR0010202606;ALBFR;"Euronext Growth Paris";EUR;165.80;165.80;162.20;165.00;"15/05/2026 17:35";CET;1119;183942.80;165.00;15/05/2026
"SIGNAUX GIROD";FR0000060790;ALGIR;"Euronext Growth Paris";EUR;16.65;16.65;16.00;16.00;"15/05/2026 16:34";CET;118;1893.05;16.00;15/05/2026
"SIPARIO MOVIES";IT0005380602;ALIE;"Euronext Growth Paris";EUR;0.465;0.465;0.465;0.465;"30/08/2024 11:30";CET;600;279.00;0.466;15/05/2026
"SIRIUS MEDIA";FR0010812230;ALSRS;"Euronext Growth Paris";EUR;0.0007;0.0009;0.0006;0.0006;"15/05/2026 17:35";CET;37775238;28327.2583;0.0006;15/05/2026
SMAIO;FR0014005I80;ALSMA;"Euronext Growth Paris";EUR;8.20;8.20;7.82;7.82;"15/05/2026 15:54";CET;333;2632.10;7.82;15/05/2026
SMALTO;FR0011131788;MLSML;"Euronext Access Paris";EUR;0.0305;0.0305;0.0305;0.0305;"15/05/2026 11:30";CET;10000;305.00;0.0305;15/05/2026
"SMALTO BSA";FR0010649228;SMLBS;"Euronext Access Paris";EUR;0.0005;0.0005;0.0005;0.0005;"12/03/2026 14:38";CET;2;-;0.0005;15/05/2026
SMCP;FR0013214145;SMCP;"Euronext Paris";EUR;5.02;5.02;4.908;4.97;"15/05/2026 17:35";CET;99659;493603.727;4.97;15/05/2026
SMTPC;FR0004016699;ALTPC;"Euronext Growth Paris";EUR;29.20;29.30;29.10;29.20;"15/05/2026 17:36";CET;5730;167301.50;29.20;15/05/2026
"SOC FRANC CASINOS";FR0010209809;SFCA;"Euronext Paris";EUR;1.85;2.08;1.85;2.08;"15/05/2026 16:30";CET;1001;1852.08;2.08;15/05/2026
"SOCIETE GENERALE";FR0000130809;GLE;"Euronext Paris";EUR;66.80;67.03;65.82;66.51;"15/05/2026 17:38";CET;1961376;130231259.93;66.51;15/05/2026
SODEXO;FR0000121220;SW;"Euronext Paris";EUR;47.04;47.60;46.54;47.24;"15/05/2026 17:39";CET;256191;12083604.57;47.24;15/05/2026
SODITECH;FR0000078321;ALSEC;"Euronext Growth Paris";EUR;6.96;6.96;6.72;6.90;"15/05/2026 17:06";CET;822;5678.20;6.90;15/05/2026
SOGECLAIR;FR0000065864;ALSOG;"Euronext Growth Paris";EUR;35.00;36.00;35.00;35.10;"15/05/2026 17:35";CET;353;12449.40;35.10;15/05/2026
SOITEC;FR0013227113;SOI;"Euronext Paris";EUR;141.00;151.75;136.10;148.05;"15/05/2026 17:38";CET;538593;77388459.475;148.05;15/05/2026
"SOLOCAL GROUP";FR001400SA10;LOCAL;"Euronext Paris";EUR;4.04;4.04;4.00;4.01;"15/05/2026 17:35";CET;7357;29489.19;4.01;15/05/2026
"SOLUTIONS 30 SE";FR0013379484;S30;"Euronext Paris";EUR;0.666;0.668;0.65;0.666;"15/05/2026 17:35";CET;506264;334207.659;0.666;15/05/2026
SOLVAY;BE0003470755;SOLB;"Euronext Brussels, Paris";EUR;27.26;27.54;26.20;26.22;"15/05/2026 17:35";CET;520260;13710487.16;26.22;15/05/2026
"SOPRA STERIA GROUP";FR0000050809;SOP;"Euronext Paris";EUR;130.40;133.80;129.60;133.80;"15/05/2026 17:35";CET;41600;5522337.50;133.80;15/05/2026
SPARTOO;FR00140043Y1;ALSPT;"Euronext Growth Paris";EUR;0.224;0.228;0.21;0.225;"15/05/2026 16:14";CET;34061;7437.094;0.225;15/05/2026
"SPEED RABBIT PIZZA";FR0000054371;MLSRP;"Euronext Access Paris";EUR;20.60;20.60;20.60;20.60;"04/05/2026 11:56";CET;14;288.40;20.60;15/05/2026
SPIE;FR0012757854;SPIE;"Euronext Paris";EUR;48.04;48.42;47.66;47.88;"15/05/2026 17:35";CET;169491;8117209.77;47.88;15/05/2026
SPINEGUARD;FR0011464452;ALSGD;"Euronext Growth Paris";EUR;0.0986;0.10;0.0971;0.0999;"15/05/2026 17:10";CET;187158;18315.6055;0.0999;15/05/2026
SPINEWAY;FR001400N2P2;ALSPW;"Euronext Growth Paris";EUR;0.1478;0.1478;0.142;0.1422;"15/05/2026 17:28";CET;86908;12447.9508;0.1422;15/05/2026
"ST DUPONT";FR0000054199;DPT;"Euronext Paris";EUR;0.0868;0.0868;0.0868;0.0868;"15/05/2026 14:21";CET;310;26.908;0.0868;15/05/2026
STEF;FR0000064271;STF;"Euronext Paris";EUR;118.00;118.20;116.20;118.20;"15/05/2026 17:35";CET;722;84985.00;118.20;15/05/2026
"STELLANTIS NV";NL00150001Q9;STLAP;"Euronext Paris";EUR;6.742;6.79;6.395;6.478;"15/05/2026 17:35";CET;4871851;31719477.289;6.478;15/05/2026
STIF;FR001400MDW2;ALSTI;"Euronext Growth Paris";EUR;51.40;52.30;51.00;51.20;"15/05/2026 17:35";CET;14886;769034.125;51.20;15/05/2026
STMICROELECTRONICS;NL0000226223;STMPA;"Euronext Paris";EUR;53.60;53.71;51.54;52.83;"15/05/2026 17:35";CET;3697494;194282378.39;52.83;15/05/2026
"STRADIM ESPAC.FIN";FR0000074775;ALSAS;"Euronext Growth Paris";EUR;4.50;4.50;4.50;4.50;"15/05/2026 16:30";CET;232;1044.00;4.50;15/05/2026
STREAMWIDE;FR0010528059;ALSTW;"Euronext Growth Paris";EUR;81.40;82.20;81.00;81.00;"15/05/2026 17:22";CET;295;24005.00;81.00;15/05/2026
"STREIT MECANIQUE";FR0000063976;MLSTR;"Euronext Access Paris";EUR;8.40;8.40;8.40;8.40;"15/04/2026 11:30";CET;25;210.00;8.40;15/05/2026
"STUDENT PROPERTY";ES0105851002;MLSPI;"Euronext Access Paris";EUR;3622.00;3622.00;3622.00;3622.00;"21/01/2025 00:00";CET;-;-;3620.00;15/05/2026
"SWORD GROUP";FR0004180578;SWP;"Euronext Paris";EUR;32.25;32.30;31.85;32.05;"15/05/2026 17:35";CET;7806;250358.35;32.05;15/05/2026
SYNERGIE;FR0000032658;SDG;"Euronext Paris";EUR;28.80;29.00;28.60;28.60;"15/05/2026 14:42";CET;33;944.40;28.60;15/05/2026
TBSO;FR0000063307;TBSO;"Euronext Paris";EUR;5.85;5.85;5.60;5.60;"12/05/2026 17:14";CET;502;2842.45;5.60;15/05/2026
"TD BSA 2025-2";FR0014012OE2;TDBS2;"Euronext Growth Paris";EUR;0.0255;0.0255;0.0255;0.0255;"15/05/2026 09:00";CET;25000;637.50;0.0255;15/05/2026
"TD BSA 2025-3";FR0014012ZX8;TDBS3;"Euronext Growth Paris";EUR;0.001;0.001;0.001;0.001;"15/05/2026 11:22";CET;5366;5.366;0.001;15/05/2026
"TECHNIP ENERGIES";NL0014559478;TE;"Euronext Paris";EUR;36.90;37.62;36.78;37.08;"15/05/2026 17:38";CET;325449;12080350.78;37.08;15/05/2026
TELEPERFORMANCE;FR0000051807;TEP;"Euronext Paris";EUR;66.80;70.28;66.68;69.68;"15/05/2026 17:29";CET;178943;12274371.01;69.68;15/05/2026
TELEVERBIER;CH0008175645;TVRB;"Euronext Paris";EUR;64.50;64.50;64.50;64.50;"14/05/2026 11:30";CET;11;709.50;64.50;15/05/2026
TELEVISTA;FR0011076595;MLVST;"Euronext Access Paris";EUR;2.26;2.26;2.26;2.26;"07/05/2025 11:30";CET;1;2.26;1.76;15/05/2026
TERACT;FR001400BMH7;TRACT;"Euronext Paris";EUR;2.83;2.83;2.83;2.83;"15/05/2026 09:00";CET;6;16.98;2.83;15/05/2026
"TERACT BS";FR0014000TB2;TERBS;"Euronext Paris";EUR;0.0039;0.0039;0.0039;0.0039;"13/05/2026 13:16";CET;100000;390.00;0.0039;15/05/2026
TF1;FR0000054900;TFI;"Euronext Paris";EUR;6.835;6.87;6.795;6.83;"15/05/2026 17:35";CET;138836;948192.27;6.83;15/05/2026
"TFF GROUP";FR0013295789;TFF;"Euronext Paris";EUR;16.96;17.02;16.90;17.02;"15/05/2026 17:35";CET;1081;18353.64;17.02;15/05/2026
THALES;FR0000121329;HO;"Euronext Paris";EUR;222.20;224.20;219.00;219.40;"15/05/2026 17:35";CET;252486;55661278.40;219.40;15/05/2026
"THE AZUR SELECTION";GRS528003007;MLAZR;"Euronext Access Paris";EUR;0.384;0.39;0.384;0.39;"15/05/2026 16:30";CET;14957;5757.348;0.39;15/05/2026
THERACLION;FR0010120402;ALTHE;"Euronext Growth Paris";EUR;0.478;0.487;0.435;0.476;"15/05/2026 17:20";CET;361514;168058.14725;0.476;15/05/2026
"THERACLION BSA";FR00140180O2;THEBS;"Euronext Growth Paris";EUR;0.04;0.04;0.04;0.04;"15/05/2026 16:04";CET;4397;175.88;0.04;15/05/2026
"THERMADOR GROUPE";FR0013333432;THEP;"Euronext Paris";EUR;68.70;69.40;68.40;68.40;"15/05/2026 17:35";CET;1040;71520.10;68.40;15/05/2026
"THX PHARMA";FR0013286259;ALTHX;"Euronext Growth Paris";EUR;3.51;3.73;3.47;3.505;"15/05/2026 17:35";CET;134126;482307.775;3.505;15/05/2026
"TIKEHAU CAPITAL";FR0013230612;TKO;"Euronext Paris";EUR;18.50;18.78;18.20;18.20;"15/05/2026 17:36";CET;32209;591880.21;18.20;15/05/2026
"TITAN S.A.";BE0974338700;TITC;"Euronext Brussels, Paris";EUR;48.52;48.52;47.28;47.28;"15/05/2026 17:35";CET;10099;482667.36;47.28;15/05/2026
"TME PHARMA";NL0015000YE1;ALTME;"Euronext Growth Paris";EUR;0.0793;0.0793;0.077;0.079;"15/05/2026 17:35";CET;138673;10880.8376;0.079;15/05/2026
"TONNER DRONES";FR001400H2X4;ALTD;"Euronext Growth Paris";EUR;0.0358;0.0365;0.0348;0.0364;"15/05/2026 17:35";CET;4764575;169746.4955;0.0364;15/05/2026
"TONNER DRONES BSA";FR001400RIB4;TDBS;"Euronext Growth Paris";EUR;0.0154;0.016;0.015;0.016;"15/05/2026 17:23";CET;79500;1213.00;0.016;15/05/2026
TOOSLA;FR00140062B9;ALTOO;"Euronext Growth Paris";EUR;0.017;0.0182;0.0152;0.0152;"15/05/2026 17:35";CET;1139909;18985.4814;0.0152;15/05/2026
TOTALENERGIES;FR0000120271;TTE;"Euronext Paris, Brussels";EUR;78.60;79.04;77.87;78.68;"15/05/2026 17:39";CET;3910530;307329155.84;78.68;15/05/2026
TotalEnergiesGabon;GA0000121459;EC;"Euronext Paris";EUR;236.00;239.50;234.00;239.00;"15/05/2026 17:35";CET;971;231392.00;239.00;15/05/2026
TOUAX;FR0000033003;ALTOU;"Euronext Growth Paris";EUR;3.87;3.90;3.87;3.90;"15/05/2026 16:41";CET;470;1831.77;3.90;15/05/2026
"TOUR EIFFEL";FR0000036816;EIFF;"Euronext Paris";EUR;8.10;8.14;8.10;8.10;"15/05/2026 17:35";CET;955;7735.62;8.10;15/05/2026
TRACTIAL;FR0014014ZV8;ALTRA;"Euronext Growth Paris";EUR;2.21;2.355;2.21;2.35;"15/05/2026 17:35";CET;6232;14413.31;2.35;15/05/2026
TRANSGENE;FR0005175080;TNG;"Euronext Paris";EUR;0.845;0.846;0.826;0.839;"15/05/2026 17:27";CET;48724;40919.36;0.839;15/05/2026
TRIGANO;FR0005691656;TRI;"Euronext Paris";EUR;160.10;161.20;156.70;158.30;"15/05/2026 17:39";CET;12872;2038490.30;158.30;15/05/2026
TRILOGIQ;FR0010397901;ALTRI;"Euronext Growth Paris";EUR;5.15;5.15;5.15;5.15;"14/05/2026 12:47";CET;1243;6401.45;5.15;15/05/2026
"TROC ILE";FR0000031106;MLTRO;"Euronext Access Paris";EUR;2.48;2.48;2.48;2.48;"27/10/2025 16:30";CET;28;69.44;2.48;15/05/2026
TXCOM;FR0010654087;ALTXC;"Euronext Growth Paris";EUR;8.50;8.50;8.50;8.50;"15/05/2026 16:30";CET;100;850.00;8.50;15/05/2026
"U10 CORP";FR0000079147;ALU10;"Euronext Growth Paris";EUR;1.32;1.32;1.28;1.32;"15/05/2026 17:14";CET;5778;7484.56;1.32;15/05/2026
"UBISOFT ENTERTAIN";FR0000054470;UBI;"Euronext Paris";EUR;5.19;5.268;5.024;5.18;"15/05/2026 17:35";CET;1004619;5163189.474;5.18;15/05/2026
"UCAPITAL GLOBAL";GB00BJ9M4V82;MLALE;"Euronext Access Paris";EUR;0.001;0.001;0.001;0.001;"02/10/2024 11:30";CET;64687;64.69;0.001;15/05/2026
"UMALIS GROUP";FR0011776889;MLUMG;"Euronext Access Paris";EUR;2.52;2.52;2.50;2.50;"13/05/2026 16:30";CET;564;1419.32;2.50;15/05/2026
UNIBAIL-RODAMCO-WE;FR0013326246;URW;"Euronext Paris";EUR;95.64;96.32;94.58;95.00;"15/05/2026 17:35";CET;433132;41238437.17;95.00;15/05/2026
"UNION TECH.INFOR.";FR0000074197;FPG;"Euronext Paris";EUR;0.1165;0.1165;0.11;0.113;"15/05/2026 13:55";CET;21872;2437.962;0.113;15/05/2026
UNITI;FR0012709160;ALUNT;"Euronext Growth Paris";EUR;1.31;1.39;1.30;1.30;"15/05/2026 17:35";CET;171;226.81;1.30;15/05/2026
UPERGY;FR0010337865;ALUPG;"Euronext Growth Paris";EUR;1.72;1.72;1.72;1.72;"15/05/2026 17:02";CET;6;10.32;1.72;15/05/2026
URCOLESA;ES0105748000;MLURC;"Euronext Access Paris";EUR;3.38;3.38;3.38;3.38;"22/02/2024 00:00";CET;-;-;3.36;15/05/2026
"UV GERMI";FR0011898584;ALUVI;"Euronext Growth Paris";EUR;2.75;2.75;2.66;2.66;"15/05/2026 17:29";CET;1322;3597.25;2.66;15/05/2026
VALBIOTIS;FR0013254851;ALVAL;"Euronext Growth Paris";EUR;1.24;1.24;1.092;1.102;"15/05/2026 17:35";CET;358547;413823.948;1.102;15/05/2026
VALEO;FR0013176526;FR;"Euronext Paris";EUR;12.77;12.81;12.38;12.595;"15/05/2026 17:38";CET;1212148;15265298.445;12.595;15/05/2026
"VALERIO TX";FR0010095596;ALVIO;"Euronext Growth Paris";EUR;0.1666;0.1688;0.164;0.165;"15/05/2026 16:47";CET;142535;23551.0132;0.165;15/05/2026
VALLOUREC;FR0013506730;VK;"Euronext Paris";EUR;27.34;27.65;26.57;26.62;"15/05/2026 17:35";CET;822847;22062044.425;26.62;15/05/2026
"VALLOUREC BSA 21";FR00140030K7;VKBS;"Euronext Paris";EUR;-;-;-;-;-;CET;-;-;1.68;15/05/2026
VALNEVA;FR0004056851;VLA;"Euronext Paris";EUR;2.56;2.604;2.473;2.473;"15/05/2026 17:35";CET;676701;1708581.731;2.473;15/05/2026
"VANDOR REAL ESTATE";ES0105623005;MLVRE;"Euronext Access Paris";EUR;6.00;6.00;6.00;6.00;"16/12/2021 00:00";CET;-;-;6.00;15/05/2026
VANTIVA;FR0013505062;VANTI;"Euronext Paris";EUR;0.104;0.1044;0.102;0.1022;"15/05/2026 17:35";CET;12887;1332.5762;0.1022;15/05/2026
VAZIVA;FR0014007T10;ALVAZ;"Euronext Growth Paris";EUR;34.60;35.00;34.60;35.00;"15/05/2026 16:30";CET;142;4915.20;35.00;15/05/2026
"VAZIVA BSA";FR0014014OK5;VAZBS;"Euronext Growth Paris";EUR;0.312;0.312;0.312;0.312;"28/04/2026 14:05";CET;19;5.93;0.312;15/05/2026
"VENTE UNIQUE.COM";FR0010766667;ALVU;"Euronext Growth Paris";EUR;16.20;16.35;16.00;16.05;"15/05/2026 17:24";CET;3532;57436.45;16.05;15/05/2026
"VEOLIA ENVIRON.";FR0000124141;VIE;"Euronext Paris";EUR;34.50;34.57;33.62;33.62;"15/05/2026 17:39";CET;1739528;58831130.00;33.62;15/05/2026
"VEOM GROUP";FR0013530102;ALVG;"Euronext Growth Paris";EUR;0.0258;0.0258;0.0258;0.0258;"07/04/2026 09:00";CET;421;10.86;0.0258;15/05/2026
VERALLIA;FR0013447729;VRLA;"Euronext Paris";EUR;20.10;20.12;19.76;19.76;"15/05/2026 17:35";CET;23089;460381.95;19.76;15/05/2026
VERGNET;FR0014010YR7;ALVER;"Euronext Growth Paris";EUR;0.17;0.182;0.12;0.12;"23/01/2026 17:35";CET;111142;17458.83;0.12;15/05/2026
VERIMATRIX;FR0010291245;VMX;"Euronext Paris";EUR;0.181;0.1835;0.1785;0.1795;"15/05/2026 17:35";CET;37545;6751.495;0.1795;15/05/2026
VETOQUINOL;FR0004186856;VETO;"Euronext Paris";EUR;72.00;72.00;70.40;71.00;"15/05/2026 17:35";CET;4926;350035.35;71.00;15/05/2026
VIALIFE;FR0010326090;ALVIA;"Euronext Growth Paris";EUR;12.20;12.20;12.20;12.20;"04/05/2026 11:30";CET;3;36.60;12.20;15/05/2026
VICAT;FR0000031775;VCT;"Euronext Paris";EUR;61.90;62.00;60.40;60.80;"15/05/2026 17:35";CET;37724;2299239.00;60.80;15/05/2026
VICSO;ES0105962007;MLVIC;"Euronext Access Paris";EUR;-;-;-;1.00;"10/11/2025 00:00";CET;-;-;1.00;15/05/2026
"VIEL ET COMPAGNIE";FR0000050049;VIL;"Euronext Paris";EUR;18.70;18.88;18.52;18.62;"15/05/2026 17:35";CET;7465;139160.78;18.62;15/05/2026
VINCI;FR0000125486;DG;"Euronext Paris";EUR;126.45;127.25;124.50;124.65;"15/05/2026 17:38";CET;559330;69944366.725;124.65;15/05/2026
VINPAI;FR001400AXT1;ALVIN;"Euronext Growth Paris";EUR;3.56;3.56;3.56;3.56;"13/05/2026 15:30";CET;20;71.20;3.56;15/05/2026
VIRBAC;FR0000031577;VIRP;"Euronext Paris";EUR;343.50;350.50;340.00;350.00;"15/05/2026 17:35";CET;6773;2353950.50;350.00;15/05/2026
VIRIDIEN;FR001400PVN6;VIRI;"Euronext Paris";EUR;112.00;113.60;111.00;112.00;"15/05/2026 17:35";CET;27983;3137138.95;112.00;15/05/2026
VIRTUALWARE;ES0105704003;ALVIR;"Euronext Growth Paris";EUR;5.95;5.95;5.70;5.70;"15/05/2026 16:30";CET;5;28.75;5.70;15/05/2026
VITURA;FR0010309096;VTR;"Euronext Paris";EUR;4.10;4.14;4.10;4.14;"15/05/2026 10:49";CET;11;45.50;4.14;15/05/2026
"VIVENDI SE";FR0000127771;VIV;"Euronext Paris";EUR;2.16;2.214;2.157;2.194;"15/05/2026 17:35";CET;3173672;6956368.235;2.194;15/05/2026
VOGO;FR0011532225;ALVGO;"Euronext Growth Paris";EUR;1.79;1.79;1.665;1.665;"15/05/2026 15:37";CET;332;578.56;1.665;15/05/2026
VOLTALIA;FR0011995588;VLTSA;"Euronext Paris";EUR;6.99;7.00;6.87;6.87;"15/05/2026 17:35";CET;68833;476299.37;6.87;15/05/2026
"VOYAGEURS DU MONDE";FR0004045847;ALVDM;"Euronext Growth Paris";EUR;143.00;143.00;138.00;138.00;"15/05/2026 17:10";CET;539;75901.50;138.00;15/05/2026
"VREF SEVILLE";ES0105492005;MLVRF;"Euronext Access Paris";EUR;3.75;3.75;3.75;3.75;"30/07/2020 00:00";CET;-;-;3.76;15/05/2026
Vusion;FR0010282822;VU;"Euronext Paris";EUR;124.00;124.10;120.10;121.70;"15/05/2026 17:35";CET;57731;7028310.70;121.70;15/05/2026
"WAGA ENERGY";FR0012532810;WAGA;"Euronext Paris";EUR;22.50;22.60;22.10;22.60;"15/05/2026 17:35";CET;579;13016.60;22.60;15/05/2026
WALLIX;FR0010131409;ALLIX;"Euronext Growth Paris";EUR;23.30;23.75;23.05;23.35;"15/05/2026 17:35";CET;8553;199606.75;23.35;15/05/2026
WATERA;FR001400IUV6;ALWTR;"Euronext Growth Paris";EUR;1.315;1.315;1.26;1.29;"15/05/2026 17:35";CET;5674;7325.475;1.29;15/05/2026
WAVESTONE;FR0013357621;WAVE;"Euronext Paris";EUR;43.15;44.30;43.05;44.00;"15/05/2026 17:35";CET;12072;528779.55;44.00;15/05/2026
WE.CONNECT;FR0013079092;ALWEC;"Euronext Growth Paris";EUR;27.00;27.90;27.00;27.00;"15/05/2026 17:35";CET;248;6757.90;27.00;15/05/2026
"WEACCESS GROUP";FR0010688465;MLWEA;"Euronext Access Paris";EUR;2.80;2.80;2.80;2.80;"11/05/2026 16:30";CET;10;28.00;2.80;15/05/2026
WELLNESS;ES0105740007;MLWRS;"Euronext Access Paris";EUR;2.20;2.20;2.20;2.20;"19/09/2025 16:30";CET;1;2.20;2.20;15/05/2026
WENDEL;FR0000121204;MF;"Euronext Paris";EUR;88.15;88.525;87.35;87.65;"15/05/2026 17:35";CET;34057;2990545.20;87.65;15/05/2026
WEYA;FR0010768770;MLWEY;"Euronext Access Paris";EUR;0.033;0.033;0.033;0.033;"15/05/2026 16:30";CET;100;3.30;0.033;15/05/2026
"WINAMP GROUP";BE0974334667;ALWIN;"Euronext Growth Paris, Brussels";EUR;0.4975;0.51;0.481;0.4815;"15/05/2026 17:11";CET;33120;16354.281;0.4815;15/05/2026
WINFARM;FR0014000P11;ALWF;"Euronext Growth Paris";EUR;4.03;4.03;4.02;4.02;"15/05/2026 15:50";CET;481;1933.63;4.02;15/05/2026
WITBE;FR0013143872;ALWIT;"Euronext Growth Paris";EUR;2.38;2.38;2.30;2.37;"15/05/2026 16:46";CET;416;973.19;2.37;15/05/2026
WORLDLINE;FR0011981968;WLN;"Euronext Paris";EUR;0.264;0.284;0.2625;0.2802;"15/05/2026 17:36";CET;20608217;5638161.86035;0.2802;15/05/2026
X-FAB;BE0974310428;XFAB;"Euronext Paris";EUR;7.58;8.05;7.50;8.02;"15/05/2026 17:35";CET;573363;4504078.5475;8.02;15/05/2026
"XILAM ANIMATION";FR0004034072;ALXIL;"Euronext Growth Paris";EUR;3.71;3.72;3.68;3.69;"15/05/2026 17:35";CET;1080;4011.37;3.69;15/05/2026
"YOUNITED FIN. WARR";LU2999660207;YOUNW;"Euronext Paris";EUR;-;-;-;-;-;CET;-;-;0.8565;15/05/2026
"YOUNITED FINANCIAL";LU2999653251;YOUNI;"Euronext Paris";EUR;7.05;7.05;6.80;6.80;"15/05/2026 11:29";CET;10;69.15;6.80;15/05/2026
ZCCM;ZM0000000037;MLZAM;"Euronext Access Paris";EUR;3.00;3.00;3.00;3.00;"15/05/2026 11:30";CET;550;1650.00;3.00;15/05/2026
"ZCI LIMITED";BMG9887P1068;CV;"Euronext Paris";EUR;0.17;0.20;0.17;0.20;"04/08/2015 16:20";CET;21826;3755.94;0.20;15/05/2026
